accession	input_id	cc_subunit
Q08273	Q08273	SUBUNIT: Component of multiple cullin-RING ligases (CRLs) composed of 4 subunits: the RING protein HRT1, a cullin, a linker protein, and one of many alternative substrate receptors. Component of SCF E3 ubiquitin ligase complexes containing the cullin CDC53, the linker protein SKP1/CBF3D, and substrate receptors containing F-box motifs like DAS1 or GRR1. Component of RTT101(MMS1) E3 ubiquitin ligase complexes containing the cullin RTT101, the linker protein MMS1, and substrate receptors belonging to a protein family described as DCAF (DDB1- and CUL4-associated factor) like MMS22. Component of CRL3 E3 ubiquitin ligase complexes containing the cullin CUL3, the linker protein ELC1, and substrate receptors containing SOCS-box motifs like ELA1. Interacts with CDC53, CUL3, RTT101, CDC4 and CDC34/UBC3. {ECO:0000269|PubMed:10213691, ECO:0000269|PubMed:10213692, ECO:0000269|PubMed:10230407, ECO:0000269|PubMed:10385629, ECO:0000269|PubMed:12676951}.
Q08278	Q08278	SUBUNIT: Component of the Mediator complex, which is composed of at least 21 subunits that form three structurally distinct submodules. The Mediator head module contains MED6, MED8, MED11, SRB4/MED17, SRB5/MED18, ROX3/MED19, SRB2/MED20 and SRB6/MED22, the middle module contains MED1, MED4, NUT1/MED5, MED7, CSE2/MED9, NUT2/MED10, SRB7/MED21 and SOH1/MED31, and the tail module contains MED2, PGD1/MED3, RGR1/MED14, GAL11/MED15 and SIN4/MED16. The head and the middle modules interact directly with RNA polymerase II, whereas the elongated tail module interacts with gene-specific regulatory proteins. MED7 interacts directly with MED1, MED4 and SRB7/MED21. {ECO:0000269|PubMed:11555651, ECO:0000269|PubMed:15710619, ECO:0000269|PubMed:17192271}.
Q08281	Q08281	SUBUNIT: Component of the SEA complex composed of at least IML1/SEA1, RTC1/SEA2, MTC5/SEA3, NPR2, NPR3, SEA4, SEC13 and SEH1. Interacts with ribosomes. {ECO:0000269|PubMed:16702403, ECO:0000269|PubMed:21454883}.
Q08282	Q08282	NA
Q08285	Q08285	SUBUNIT: Component of the RNA exosome complex. Specifically part of the catalytically inactive RNA exosome core (Exo-9) complex which associates with catalytic subunits DIS3 and RRP6 in cytoplasmic- and nuclear-specific RNA exosome complex forms. Exo-9 is formed by a hexameric ring of RNase PH domain-containing subunits and peripheral S1 domain-containing components CSL4, RRP4 and RRP40 located on the top of the ring structure. {ECO:0000269|PubMed:10465791, ECO:0000269|PubMed:17173052}.
Q08387	Q08387	SUBUNIT: Interacts with LIF1 via its BRCT domain. Interacts with POL4 in the DNL4-LIF1 complex. {ECO:0000269|PubMed:12235149, ECO:0000269|PubMed:16388993, ECO:0000269|PubMed:9670033}.
Q08412	Q08412	SUBUNIT: Interacts with ATG8 (via AIM motif), CLB2, and ubiquitin (via CUE domain). {ECO:0000269|PubMed:15200949, ECO:0000269|PubMed:25042851}.
Q08417	Q08417	NA
Q08438	Q08438	SUBUNIT: Interacts with the C-terminal domain of PPZ1. Component of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex, a heterotrimer composed of CAB3, SIS2 and VHS3. {ECO:0000269|PubMed:15192104, ECO:0000269|PubMed:19915539}.
Q08444	Q08444	SUBUNIT: Component of the small ribosomal subunit, ribosomal RNA processing complex (SSU RRP complex). Interacts with PNO1. {ECO:0000269|PubMed:12502737, ECO:0000269|PubMed:15037774}.
Q08446	Q08446	SUBUNIT: Interacts with SKP1/CBF3D. Part of SCF E3 ubiquitin ligase complexes containing SKP1, CDC53, HRT1 and some F-box proteins. Interacts with CIR1/CDC35. {ECO:0000269|PubMed:10445024, ECO:0000269|PubMed:12456005}.
Q08448	Q08448	NA
Q08465	Q08465	SUBUNIT: Interacts with H3K4me3 and to a lesser extent with H3K4me2. Component of the NuA3 complex, composed of at least NTO1, SAS3, TAF14, YNG1 and EAF6. Interacts with histone H3-K4 trimethylated. {ECO:0000269|PubMed:12077334, ECO:0000269|PubMed:16728974, ECO:0000269|PubMed:17157260}.
Q08484	Q08484	NA
Q08490	Q08490	NA
Q08491	Q08491	SUBUNIT: Interacts with the exosome and with the SKI complex composed of at least SKI2, SKI3 and SKI8. Interacts directly with SKI3 and SKI8. {ECO:0000269|PubMed:11532933, ECO:0000269|PubMed:11910110, ECO:0000269|PubMed:12881429, ECO:0000269|PubMed:16043509, ECO:0000269|PubMed:17173052}.
Q08492	Q08492	SUBUNIT: Part of the small subunit (SSU) processome composed of at least 40 protein subunits and the RNA chaperone small nucleolar RNA (snoRNA) U3 (PubMed:12068309). Interacts with snoRNA U3 (PubMed:12068309). Interacts with MPP10 (PubMed:12068309). {ECO:0000269|PubMed:12068309}.
Q08496	Q08496	SUBUNIT: Component of the SCF(DIA2) complex containing CDC53, SKP1, RBX1 and DIA2. Interacts with SKP1. {ECO:0000269|PubMed:14747994, ECO:0000269|PubMed:16421250}.
Q08548	Q08548	NA
Q08550	Q08550	SUBUNIT: Interacts directly with SPO21/MPC70, NUD1, SPO74 and SPC42. Probable component of a spindle pole body (SPB) complex composed of ADY3, SSP1, DON1, MPC54, SPO21/MPC70, NUD1 and CNM67. {ECO:0000269|PubMed:10899120, ECO:0000269|PubMed:11742972, ECO:0000269|PubMed:12796288}.
Q08558	Q08558	SUBUNIT: Interacts with ECI1. {ECO:0000269|PubMed:10381339}.
Q08562	Q08562	SUBUNIT: Interacts with CDC3, CDC11, EBP2, SIR4, UBC4 and SUMO/SMT3. {ECO:0000269|PubMed:17728242, ECO:0000269|PubMed:18603780, ECO:0000269|PubMed:9271422}.
Q08581	Q08581	NA
Q08601	Q08601	SUBUNIT: Monomer. {ECO:0000269|PubMed:22761449}.
Q08641	Q08641	SUBUNIT: Interacts with SES1. {ECO:0000269|PubMed:28003514}.
Q08645	Q08645	NA
Q08647	Q08647	NA
Q08649	Q08649	SUBUNIT: Component of the NuA4 histone acetyltransferase complex composed of at least ACT1, ARP4, EAF3, EAF5, EAF6, EAF7, EPL1, ESA1, SWC4, TRA1, VID21, YAF9 and YNG2. The complex interacts with histones H4 (HHF1 and HHF2), H3 (HHT1 and HHT2) and H2A (HTA1 and HTA2). {ECO:0000269|PubMed:10487762, ECO:0000269|PubMed:10911987, ECO:0000269|PubMed:11106757, ECO:0000269|PubMed:12368900, ECO:0000269|PubMed:15045029, ECO:0000269|PubMed:15353583}.
Q08650	Q08650	NA
Q08651	Q08651	NA
Q08683	Q08683	SUBUNIT: The APC/C is composed of at least 13 subunits that stay tightly associated throughout the cell cycle: APC1, APC2, APC4, APC5, APC9, APC11, CDC16, CDC23, CDC26, CDC27, DOC1, MND2 and SWM1. APC5 directly interacts with MND2 and SWM1. {ECO:0000269|PubMed:12609981, ECO:0000269|PubMed:9469814}.
Q08685	Q08685	SUBUNIT: Component of the cleavage factor IA (CF IA) complex, which is a heterohexameric complex with 2:2:1:1 stoichiometry of RNA14, RNA15, PCF11 and CLP1. It contains 2 copies of an RNA14-RNA15 dimer and 1 copy of CLP1-PCF11. The complex interacts with the cleavage factor HRB1/CF IB to form the cleavage factor I (CF I) complex, and binds to RNA. Interacts directly with PCF11. Interacts with the CPF components CFT1, PTA1, PFS2, YSH1 and SSU72. {ECO:0000269|PubMed:17151076, ECO:0000269|PubMed:21993299, ECO:0000269|PubMed:22026644, ECO:0000269|PubMed:22216186, ECO:0000269|PubMed:9223284}.
Q08686	Q08686	NA
Q08689	Q08689	SUBUNIT: Component of the N-terminal acetyltransferase A (NatA) complex, which is composed of ARD1, NAT1 and NAT5. {ECO:0000269|PubMed:14517307}.
Q08702	Q08702	NA
Q08723	Q08723	NA
Q08747	Q08747	SUBUNIT: Component of the UAF (upstream activation factor) complex which consists of UAF30, RRN5, RRN9, RRN10, and histones H3 and H4. {ECO:0000269|PubMed:11500378}.
Q08749	Q08749	SUBUNIT: Component of the TIM22 complex, whose core is composed of TIM18, TIM22 and TIM54, associated with the peripheral proteins MRS5/TIM12 and the 70 kDa heterohexamer composed of TIM9 and TIM10 (or TIM8 and TIM13). {ECO:0000269|PubMed:10637294, ECO:0000269|PubMed:10648604, ECO:0000269|PubMed:12637749}.
Q08754	Q08754	SUBUNIT: Component of the CHS5/6 complex composed of the 4 CHAPS proteins BCH1, BCH2v, BUD7, and CHS6 as well as at least CHS5 and GTP-bound ARF1. The complex interacts with the cargo protein CHS3. {ECO:0000269|PubMed:16498409, ECO:0000269|PubMed:16855022, ECO:0000269|PubMed:17000877}.
Q08760	Q08760	SUBUNIT: Interacts with BUD8, BUD9 and RAX2. {ECO:0000269|PubMed:15356260}.
Q08773	Q08773	SUBUNIT: Component of the ISW2 complex, which at least consists of ISW2, ITC1, DLS1 and DPB4. May form a stable subcomplex with ITC1. {ECO:0000269|PubMed:10090725, ECO:0000269|PubMed:14673157, ECO:0000269|PubMed:15024052}.
Q08826	Q08826	SUBUNIT: Monomer. Interacts with RBD2, YIF1, YIP1 and YIP5. {ECO:0000269|PubMed:14514667, ECO:0000269|PubMed:15263065}.
Q08831	Q08831	SUBUNIT: Monomer. Binds to RNA.
Q08886	Q08886	SUBUNIT: G proteins are composed of 3 units, alpha, beta and gamma. GPB1 interacts with the alpha subunit GPA2. {ECO:0000269|PubMed:12150916}.
Q08887	Q08887	SUBUNIT: Forms an activator complex with FKH2.
Q08905	Q08905	NA
Q08920	Q08920	SUBUNIT: Component of the nuclear cap-binding complex (CBC), a heterodimer composed of STO1/CBC1 and CBC2 that interacts with capped RNAs. The complex interacts strongly with the importin subunit alpha SRP1. The SRP1-CBC trimer also binds to capped RNAs, but formation of the importin alpha/beta heterodimer upon binding of KAP95 to SRP1 in the cytoplasm causes dissociation of CBC from the RNA. The CBC complex is part of the commitment complex 1 (CC1), binding to the cap of pre-mRNA and interacting with U1 snRNP subunits MUD2 and SNU56. The CBC complex is part of the NRD1 complex, composed of CBC2, NAB1, NRD1, SEN1 and STO1/CBC2. The CBC complex also interacts with NPL3 and eIF4G (TIF4631 and TIF4632). {ECO:0000269|PubMed:10490594, ECO:0000269|PubMed:10504710, ECO:0000269|PubMed:10823828, ECO:0000269|PubMed:16427013, ECO:0000269|PubMed:16729021, ECO:0000269|PubMed:8682299, ECO:0000269|PubMed:8858145}.
Q08921	Q08921	SUBUNIT: The target of rapamycin complex 1 (TORC1) is composed of at least KOG1, LST8, TCO89 and either TOR1 (TORC1-A) or TOR2 (TORC1-B) (PubMed:14736892). Interacts with PIB2; following activation of PIB2 by glutamine or cysteine (PubMed:29698392). TORC1 binds to and is inhibited by FKBP-rapamycin (PubMed:14736892). {ECO:0000269|PubMed:14736892, ECO:0000269|PubMed:29698392}.
Q08923	Q08923	SUBUNIT: Component of the RPD3C(L) complex composed of at least ASH1, CTI6, DEP1, PHO23, RPD3, RXT2, RXT3, SAP30, SDS3, SIN3, UME1 and UME6. Interacts with CYC8. {ECO:0000269|PubMed:11805826, ECO:0000269|PubMed:12086626, ECO:0000269|PubMed:16286008, ECO:0000269|PubMed:16314178}.
Q08924	Q08924	SUBUNIT: Interacts with TRM7; the interaction is direct, and required for 2'-O-methylation of position 34 in substrate tRNAs (PubMed:22912484, PubMed:26310293, PubMed:31586407). Interacts with RRT2 (PubMed:21880895). {ECO:0000269|PubMed:21880895, ECO:0000269|PubMed:22912484, ECO:0000269|PubMed:26310293, ECO:0000269|PubMed:31586407}.
Q08925	Q08925	NA
Q08931	Q08931	SUBUNIT: Interacts with KAR5. {ECO:0000269|PubMed:19297527}.
Q08949	Q08949	SUBUNIT: Component of the checkpoint clamp complex composed of DDC1, MEC3 and RAD17. The interaction with MEC3 is performed in a RAD17-dependent manner. The checkpoint clamp complex loads onto DNA in an ATP-dependent manner through its interaction with the RFC-RAD4 checkpoint clamp loader complex. Interacts with the DNA polymerase zeta subunit REV7 and DPB11. {ECO:0000269|PubMed:11973288, ECO:0000269|PubMed:12604797, ECO:0000269|PubMed:12672803, ECO:0000269|PubMed:15014082, ECO:0000269|PubMed:16137930, ECO:0000269|PubMed:16169844, ECO:0000269|PubMed:16202664, ECO:0000269|PubMed:9670034, ECO:0000269|PubMed:9891048}.
Q08951	Q08951	SUBUNIT: Adaptor protein complex 3 (AP-3) is a heterotetramer composed of 2 large adaptins (APL5 and APL6), a medium adaptin (APM3) and a small adaptin (APS3). Interacts with VPS41. {ECO:0000269|PubMed:10559961, ECO:0000269|PubMed:11160821}.
Q08955	Q08955	SUBUNIT: Interacts with MPS3. {ECO:0000269|PubMed:18585352}.
Q08957	Q08957	SUBUNIT: Homodimer (PubMed:24591629). Dimerization decreases the DNA-binding activity (PubMed:24591629). {ECO:0000269|PubMed:24591629}.
Q08959	Q08959	NA
Q08960	Q08960	NA
Q08962	Q08962	SUBUNIT: Interacts with NOP8 and RRP43. Interacts with pre-ribosome complex. May bind to RNA. {ECO:0000269|PubMed:11583615, ECO:0000269|PubMed:9891085}.
Q08965	Q08965	SUBUNIT: Associates with RCL1.
Q08967	Q08967	NA
Q08968	Q08968	NA
Q08972	Q08972	NA
Q08975	Q08975	NA
Q08985	Q08985	NA
Q08986	Q08986	NA
Q08992	Q08992	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:Q04432}.
Q10740	Q10740	NA
Q12001	Q12001	NA
Q12003	Q12003	NA
Q12006	Q12006	NA
Q12009	Q12009	SUBUNIT: Forms a complex with TRM82. {ECO:0000255|HAMAP-Rule:MF_03055, ECO:0000269|PubMed:18184583}.
Q12010	Q12010	NA
Q12017	Q12017	SUBUNIT: Interacts with the G protein beta-gamma subunit complex (STE4-STE18 complex) (PubMed:10749875). Interacts with CCT2; this interaction leads to inhibition of CCT complex mediated actin folding (PubMed:17429077). {ECO:0000269|PubMed:10749875, ECO:0000269|PubMed:17429077}.
Q12018	Q12018	SUBUNIT: Component of multiple SCF (SKP1-CUL1-F-box) E3 ubiquitin-protein ligase complexes formed of CUL1, SKP1/HRT1, RBX1 and a variable F-box domain-containing protein as substrate-specific adapter. Component of the SCF(CDC4) complex containing CDC4. Component of the SCF(MET30) complex containing MET30. Component of the SCF(GRR1) complex containing GRR1. Component of the probable SCF(DIA2) complex containing DIA2. Component of the probable SCF(YDR131C) complex containing YDR131C. Component of the probable SCF(YDR306C) complex containing YDR306C. Component of the probable SCF(YLR224W) complex containing YLR224W. Component of the probable SCF(YJL149W) complex containing YJL149W. Component of the probable SCF(YNL311C) complex containing YNL311C. Component of the probable SCF(MDM30) complex containing MDM30. Component of the probable SCF(UFO1) complex containing UFO1. Component of the probable SCF(HRT3) complex containing HRT3. Component of the probable SCF(YBR280C) complex containing YBR280C. Component of the probable SCF(YBR352W) complex containing YBR352W. Interacts with DCN1, YBR280C, YLR224W and YLR352W. The unneddylated form interacts with LAG2/CAND1 and the interaction mediates the exchange of the F-box substrate-specific subunit. {ECO:0000269|PubMed:10385629, ECO:0000269|PubMed:11283612, ECO:0000269|PubMed:16421250, ECO:0000269|PubMed:19763088, ECO:0000269|PubMed:19942853, ECO:0000269|PubMed:9346238, ECO:0000269|PubMed:9346239, ECO:0000269|PubMed:9499404}.
Q12019	Q12019	SUBUNIT: Associates with pre-60S ribosomes in the nucleoplasm (PubMed:11583615, PubMed:12374754, PubMed:15260980, PubMed:19737519). Interacts (via its hexameric AAA ATPase ring) with the RIX1 complex (via RIX1); this interaction is crucial for recruitment of MDN1 to the pre-ribosomal particle (PubMed:15260980, PubMed:26619264). Interacts (via VWFA/MIDAS domain) with YTM1 (via UBL domain) (PubMed:20542003). Interacts (via VWFA/MIDAS domain) with RSA4 (via UBL domain) (PubMed:19737519, PubMed:20542003). {ECO:0000269|PubMed:11583615, ECO:0000269|PubMed:12374754, ECO:0000269|PubMed:15260980, ECO:0000269|PubMed:19737519, ECO:0000269|PubMed:20542003, ECO:0000269|PubMed:26619264}.
Q12024	Q12024	SUBUNIT: Component of the NOP7 complex, composed of ERB1, NOP7 and YTM1. The complex is held together by ERB1, which interacts with NOP7 via its N-terminal domain and with YTM1 via a high-affinity interaction between the seven-bladed beta-propeller domains of the 2 proteins. The NOP7 complex associates with the 66S pre-ribosome (PubMed:12110181, PubMed:16287855, PubMed:26657628). Interacts (via UBL domain) with MDN1 (via VWFA/MIDAS domain) (By similarity) (PubMed:20542003, PubMed:26601951). {ECO:0000255|HAMAP-Rule:MF_03029, ECO:0000269|PubMed:12110181, ECO:0000269|PubMed:16287855, ECO:0000269|PubMed:20542003, ECO:0000269|PubMed:26601951, ECO:0000269|PubMed:26657628}.
Q12030	Q12030	SUBUNIT: In TFIID, TAF10 heterodimerizes with TAF3 and TAF8. The 1.2 MDa TFIID complex is composed of TATA binding protein (TBP) and the 14 TBP-associated factors. One copy of each TAF1, TAF2, TAF3, TAF7, TAF8, TAF11, TAF13, two copies of each TAF4, TAF5, TAF6, TAF9, TAF10, TAF12, and three copies of TAF14. Component of the 1.8 MDa SAGA complex, which consists of at least TRA1, CHD1, SPT7, TAF5, ADA3, SGF73, SPT20/ADA5, SPT8, TAF12, TAF6, HFI1/ADA1, UBP8, GCN5, ADA2, SPT3, SGF29, TAF10, TAF9, SGF11 and SUS1. TAF5, TAF6, TAF9, TAF19, TAF12 and ADA1 seem to be present in 2 copies. SAGA is built of 5 distinct domains with specialized functions. Domain I (containing TRA1) probably represents the activator interaction surface. Domain II (containing TAF5 and TAF6, and probably TAF9 and TAF10), domain III (containing GCN5, TAF10, SPT7, TAF5 and ADA1, and probably ADA2, ADA3 and TAF12), and domain IV (containing HFI1/ADA1 and TAF6, and probably TAF9) are believed to play primarily an architectural role. Domain III also harbors the HAT activity. Domain V (containing SPT3 and SPT20, and probably SPT8) represents the TBP-interacting module, which may be associated transiently with SAGA. Component of the SLIK complex, which consists of at least TRA1, CHD1, SPT7, TAF5, ADA3, SPT20, RTG2, TAF12, TAF6, HFI1, UBP8, GCN5, ADA2, SPT3, SGF29, TAF10 and TAF9. {ECO:0000269|PubMed:10788514, ECO:0000269|PubMed:12052880, ECO:0000269|PubMed:12446794, ECO:0000269|PubMed:15647753, ECO:0000269|PubMed:9674426}.
Q12033	Q12033	SUBUNIT: Interacts with SNF7 with its BRO1 domain. Interacts with RIM101 with its C-terminal domain, probably binding to its two YPX[LI] motifs. {ECO:0000269|PubMed:11698381, ECO:0000269|PubMed:15371534}.
Q12038	Q12038	SUBUNIT: Interacts with MYO2 and SEC9. {ECO:0000269|PubMed:10402465, ECO:0000269|PubMed:15964280, ECO:0000269|PubMed:16390997, ECO:0000269|PubMed:17392788, ECO:0000269|PubMed:21248204}.
Q12039	Q12039	NA
Q12041	Q12041	SUBUNIT: Interacts with MET4 and MET28. {ECO:0000269|PubMed:9799240}.
Q12043	Q12043	NA
Q12045	Q12045	SUBUNIT: Interacts with KAR3; the interaction is direct. {ECO:0000269|PubMed:10087265, ECO:0000269|PubMed:17382884}.
Q12046	Q12046	SUBUNIT: Belongs to the CWC complex (or CEF1-associated complex), a spliceosome subcomplex composed of the U2, U5 and U6 snRNAs and at least BUD13, BUD31, BRR2, CDC40, CEF1, CLF1, CUS1, CWC2, CWC15, CWC21, CWC22, CWC23, CWC24, CWC25, CWC27, ECM2, HSH155, IST3, ISY1, LEA1, MSL1, NTC20, PRP8, PRP9, PRP11, PRP19, PRP21, PRP22, PRP45, PRP46, SLU7, SMB1, SMD1, SMD2, SMD3, SMX2, SMX3, SNT309, SNU114, SPP2, SYF1, SYF2, RSE1 and YJU2. Interacts with ISY1. Interacts with PRP19. {ECO:0000269|PubMed:11884590, ECO:0000269|PubMed:12088152, ECO:0000269|PubMed:14690591, ECO:0000269|PubMed:9528791}.
Q12050	Q12050	SUBUNIT: Component of the ELG1-RFC complex which consists of ELG1, RFC2, RFC3, RFC4 and RFC5. {ECO:0000269|PubMed:15964801}.
Q12051	Q12051	NA
Q12052	Q12052	SUBUNIT: Monomer (By similarity). Interacts with the spliceosomal snRNP core component SMB1 and the snoRNP components CBF5 and NOP58. {ECO:0000250, ECO:0000269|PubMed:11983179}.
Q12055	Q12055	SUBUNIT: Interacts with small ribosomal subunit protein uS11B/RPS14B (PubMed:16287850). Not a structural component of 43S pre-ribosomes, but transiently interacts with them by binding to uS11/RPS14 (PubMed:16287850). {ECO:0000255|HAMAP-Rule:MF_03173, ECO:0000269|PubMed:16287850}.
Q12060	Q12060	SUBUNIT: Component of the 1.8 MDa SAGA complex, which consists of at least TRA1, CHD1, SPT7, TAF5, ADA3, SGF73, SPT20/ADA5, SPT8, TAF12, TAF6, HFI1/ADA1, UBP8, GCN5, ADA2, SPT3, SGF29, TAF10, TAF9, SGF11 and SUS1. TAF5, TAF6, TAF9, TAF19, TAF12 and ADA1 seem to be present in 2 copies. SAGA is built of 5 distinct domains with specialized functions. Domain I (containing TRA1) probably represents the activator interaction surface. Domain II (containing TAF5 and TAF6, and probably TAF9 and TAF10), domain III (containing GCN5, TAF10, SPT7, TAF5 and ADA1, and probably ADA2, ADA3 and TAF12), and domain IV (containing HFI1/ADA1 and TAF6, and probably TAF9) are believed to play primarily an architectural role. Domain III also harbors the HAT activity. Domain V (containing SPT3 and SPT20, and probably SPT8) represents the TBP-interacting module, which may be associated transiently with SAGA. Component of the SALSA complex, which consists of at least TRA1, SPT7 (C-terminal truncated form), TAF5, ADA3, SPT20, TAF12, TAF6, HFI1, GCN5, ADA2 and SPT3. Component of the SLIK complex, which consists of at least TRA1, CHD1, SPT7, TAF5, ADA3, SPT20, RTG2, TAF12, TAF6, HFI1, UBP8, GCN5, ADA2, SPT3, SGF29, TAF10 and TAF9. Component of the ADA/GCN5 complex, that consists of HFI1/ADA1, ADA2, ADA3, SPT20/ADA5 and GCN5 and is probably a subcomplex of SAGA. {ECO:0000269|PubMed:12186975, ECO:0000269|PubMed:12446794, ECO:0000269|PubMed:15647753, ECO:0000269|PubMed:9154821, ECO:0000269|PubMed:9674426, ECO:0000269|PubMed:9885573}.
